query,query_clean,extracted_product_type,extracted_print_design,extracted_colors,extracted_sizes,extracted_dimensions,extracted_brands,extracted_device_models,extracted_materials,extracted_audience,extracted_power_source,extracted_categories,extracted_is_replica,n_attributes
садовая симфония розы,садовая симфония розы,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
дуйка в машину,дуйка в машину,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
брелок для открывания шлагбаума,брелок для открывания шлагбаума,[],[],[],[],[],[],[],[],[],[],['electronics'],[],1
варежка для уборки,варежка для уборки,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
подгузники huggies 5 размер реплика,подгузники huggies 5 размер реплика,['подгузники'],[],[],[],[],['huggies'],[],[],[],[],['kids'],True,4
блок для ленты 12 в,блок для ленты 12 в,[],[],[],[],[],[],[],[],[],[],['stationery'],[],1
пищевой краситель для сыра,пищевой краситель для сыра,[],[],[],[],[],[],[],[],[],[],['food'],[],1
пилот с предохранителем,пилот с предохранителем,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
лист металла 1 мм,лист металла 1 мм,[],[],[],[],"[{'value': 1.0, 'unit': 'mm', 'type': 'dimension'}]",[],[],[],[],[],['construction'],[],2
духовой шкаф с паром,духовой шкаф с паром,['шкаф'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
полоски для новорожденных на голову,полоски для новорожденных на голову,[],[],[],[],[],[],[],[],['newborn'],[],['kids'],[],2
боруто манга,боруто манга,[],[],[],[],[],[],[],[],[],[],['books'],[],1
наклейки для ногтей mickey mouse,наклейки для ногтей mickey mouse,['мышь'],['микки маус'],[],[],[],[],[],[],[],[],['pets'],[],3
belucci гитара чехол,belucci гитара чехол,['чехол'],[],[],[],[],['belucci'],[],[],[],[],['musical_instruments'],[],3
мужская шапка парик,мужская шапка парик,[],[],[],[],[],[],[],[],['men'],[],['beauty'],[],2
honor am61 наушники,honor am61 наушники,['наушники'],[],[],[],[],['honor'],[],[],[],[],['electronics'],[],3
электромобиль детский с пультом резиновые колеса,электромобиль детский с пультом резиновые колеса,['шины'],[],[],[],[],[],[],[],['kids'],['electric'],['kids'],[],4
коса в кроватку,коса в кроватку,[],[],[],[],[],[],[],[],[],[],['beauty'],[],1
стикеры спанч боб,стикеры спанч боб,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
съедобные палочки для кошек,съедобные палочки для кошек,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
процессор lga1700,процессор lga1700,['процессор'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
хайнс,хайнс,[],[],[],[],[],[],[],[],[],[],[],[],0
пуфик мешок с принтом,пуфик мешок с принтом,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
резиновая кукла силиконовая для мужчин,резиновая кукла силиконовая для мужчин,['кукла'],[],[],[],[],[],[],[],['men'],[],['kids'],[],3
носки следки вязаные детские,носки следки вязаные детские,['носки'],[],[],[],[],[],[],[],['kids'],[],['clothing'],[],3
аквафор сменный модуль трио,аквафор сменный модуль трио,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
карбюратор stihl fs 250,карбюратор stihl fs 250,[],[],[],[],[],['stihl'],[],[],[],[],['auto'],[],2
шпильки для волос на сплав под,шпильки для волос на сплав под,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
lego city undercover playstation 4,lego city undercover playstation 4,['компьютерная игра'],[],[],[],[],['lego city undercover playstation 4'],[],[],[],[],['games'],[],3
синельная проволока розовая набор,синельная проволока розовая набор,[],[],[],[],[],[],[],[],[],[],[],[],0
стойка колышек для капельного полива,стойка колышек для капельного полива,[],[],[],[],[],[],[],[],[],[],[],[],0
комплект пособий впр 4 класс,комплект пособий впр 4 класс,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
100 напальчников,100 напальчников,[],[],[],['100 см'],[],[],[],[],[],[],['supplements'],[],2
роутер tp-link archer ax12,роутер tp-link archer ax12,['роутер'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
тэн для холодильника,тэн для холодильника,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
аккумулятор свинцово-кислотный 6v,аккумулятор свинцово-кислотный 6v,['аккумулятор'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
аккумулятор для фотоаппарата nikon coolpix,аккумулятор для фотоаппарата nikon coolpix,['аккумулятор'],[],[],[],[],['nikon'],[],[],[],[],['electronics'],[],3
блок питания 19v 1.3a,блок питания 19v 1.3a,[],[],[],[],[],[],[],[],[],[],['garden'],[],1
водонепроницаемая гоупро,водонепроницаемая гоупро,[],[],[],[],[],[],[],[],[],[],[],[],0
массажер для живота и боков ручной,массажер для живота и боков ручной,['массажер'],[],[],[],[],[],[],[],[],['manual'],['supplements'],[],3
бутсы 37 размер с шипами,бутсы 37 размер с шипами,['бутсы'],[],[],['37'],[],[],[],[],[],[],['footwear'],[],3
чехол для машины на кузов от града,чехол для машины на кузов от града,['чехол'],[],[],[],[],[],[],[],[],[],['auto'],[],2
постеры пинтерест,постеры пинтерест,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
пирамидка для попугая,пирамидка для попугая,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
гидроноски,гидроноски,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
glorix чистый дом,glorix чистый дом,[],[],[],[],[],[],[],[],[],[],['beauty'],[],1
шапка nike женская весенняя,шапка nike женская весенняя,[],[],[],[],[],['nike'],[],[],['women'],[],['clothing'],[],3
коаксиальный дымоход для газового котла,коаксиальный дымоход для газового котла,[],[],[],[],[],[],[],[],[],['gas'],['auto'],[],2
тканевый мешок для одежды,тканевый мешок для одежды,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
полусапожки женские демисезонные на каблуке и платформе,полусапожки женские демисезонные на каблуке и платформе,[],[],[],[],[],[],[],[],['women'],[],['footwear'],[],2
polaroid фотоаппарат детский с цветной печатью,polaroid фотоаппарат детский с цветной печатью,['фотоаппарат'],[],[],[],[],[],[],[],['kids'],[],['electronics'],[],3
скрытая камера видеонаблюдения с записью мини,скрытая камера видеонаблюдения с записью мини,['фотоаппарат'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
улицид от слизней,улицид от слизней,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
штаны рабочие голубые мужские,штаны рабочие голубые мужские,['брюки'],[],['голубой'],[],[],[],[],[],['men'],[],['clothing'],[],4
бортик на кровать от падения для лежачих,бортик на кровать от падения для лежачих,['кровать'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
зажигалка с именем саша,зажигалка с именем саша,[],[],[],[],[],[],[],[],[],[],['household'],[],1
детские плечики белые,детские плечики белые,[],[],['белый'],[],[],[],[],[],['kids'],[],['clothing'],[],3
бордель масло,бордель масло,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
плафон для люстры e27 3 шт,плафон для люстры e27 3 шт,['люстра'],[],[],[],[],[],[],[],[],[],['appliances'],[],2
измельчитель отходов электрический кухонный,измельчитель отходов электрический кухонный,[],[],[],[],[],[],[],[],[],['electric'],['appliances'],[],2
