query,query_clean,extracted_product_type,extracted_print_design,extracted_colors,extracted_sizes,extracted_dimensions,extracted_brands,extracted_device_models,extracted_materials,extracted_audience,extracted_power_source,extracted_categories,extracted_is_replica,n_attributes
безгазовый полуавтомат сварочный,безгазовый полуавтомат сварочный,['сварочный аппарат'],[],[],[],[],[],[],[],[],[],['tools'],[],2
ершик зеленый,ершик зеленый,[],[],['зеленый'],[],[],[],[],[],[],[],['supplements'],[],2
свеча окопная армейская,свеча окопная армейская,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
стол садовый круглый ротанг,стол садовый круглый ротанг,['стол'],[],[],[],[],[],[],['ротанг'],[],[],['furniture'],[],3
фенилтриметикон для волос,фенилтриметикон для волос,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
барьер ограждение,барьер ограждение,[],[],[],[],[],[],[],[],[],[],['stationery'],[],1
перья розовые в вазу,перья розовые в вазу,[],[],['розовый'],[],[],[],[],[],[],[],['home_decor'],[],2
динамики на ниву шевроле,динамики на ниву шевроле,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
клеющаяся пленка на пол,клеющаяся пленка на пол,['пленка'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
раскраска эльфы,раскраска эльфы,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
электросамокат взрослый 150 кг без сиденья,электросамокат взрослый 150 кг без сиденья,['самокат'],[],[],[],"[{'value': 150.0, 'unit': 'kg', 'type': 'weight'}]",[],[],[],[],['electric'],['sports'],[],4
ночной пептидный крем,ночной пептидный крем,['крем'],[],[],[],[],[],[],[],[],[],['supplements'],[],2
amd b550,amd b550,['процессор'],[],[],[],[],[],[],[],[],[],['auto'],[],2
вал 10 мм,вал 10 мм,[],[],[],[],"[{'value': 10.0, 'unit': 'mm', 'type': 'dimension'}]",[],[],[],[],[],['construction'],[],2
пуфик для прихожей прямоугольный серый,пуфик для прихожей прямоугольный серый,[],[],['серый'],[],[],[],[],[],[],[],['construction'],[],2
комбинезон осень 56,комбинезон осень 56,['комбинезон'],[],[],"['56', '56 см']",[],[],[],[],[],[],['clothing'],[],4
гитара классическая маленькая,гитара классическая маленькая,[],[],[],[],[],[],[],[],[],[],['musical_instruments'],[],1
юбка шорты баллон школьная,юбка шорты баллон школьная,"['шорты', 'юбка']",[],[],[],[],[],[],[],[],[],['clothing'],[],3
электросамокат 60 км в час,электросамокат 60 км в час,['самокат'],[],[],[],[],[],[],[],[],['electric'],['sports'],[],3
роутер со встроенным vpn,роутер со встроенным vpn,['роутер'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
клей для плитки термостойкий,клей для плитки термостойкий,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
распылитель на штанге karcher,распылитель на штанге karcher,['опрыскиватель'],[],[],[],[],['karcher'],[],[],[],[],['clothing'],[],3
салфетка для чистки серебра в для золота,салфетка для чистки серебра в для золота,[],[],"['золотой', 'серебряный']",[],[],[],[],[],[],[],['jewelry'],[],3
камера иж планета,камера иж планета,['фотоаппарат'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
eva mosaic салфетки,eva mosaic салфетки,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
картина по номерам львы черно белая,картина по номерам львы черно белая,[],[],['белый'],[],[],[],[],[],[],[],['clothing'],[],2
купол для мангала,купол для мангала,[],[],[],[],[],[],[],[],[],[],['books'],[],1
рыбий жир для птиц 5 литров,рыбий жир для птиц 5 литров,[],[],[],[],"[{'value': 5.0, 'unit': 'L', 'type': 'dimension'}]",[],[],[],[],[],['pets'],[],2
маленькие виброхвосты,маленькие виброхвосты,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
модем с усилителем,модем с усилителем,['роутер'],[],[],[],[],[],[],[],[],[],['clothing'],[],2
якорь для перфоратора bosch 2 24,якорь для перфоратора bosch 2 24,[],[],[],[],[],['bosch'],[],[],[],[],['tools'],[],2
мужское трико на резинке,мужское трико на резинке,[],[],[],[],[],[],[],[],['men'],[],['sports'],[],2
кашпо подвесное 7.5 литров,кашпо подвесное 7.5 литров,['горшок'],[],[],[],"[{'value': 7.5, 'unit': 'L', 'type': 'dimension'}]",[],[],[],[],[],['food'],[],3
виагра для нее и для него,виагра для нее и для него,[],[],[],[],[],[],[],[],[],[],['beauty'],[],1
силиконовая кукла 18+,силиконовая кукла 18+,['кукла'],[],[],[],[],[],[],[],[],[],['kids'],[],2
зеркала для дома в полный рост,зеркала для дома в полный рост,['зеркало'],[],[],[],[],[],[],[],[],[],['construction'],[],2
бубен деревянный,бубен деревянный,[],[],[],[],[],[],[],['дерево'],[],[],['furniture'],[],2
зажигание мотороллер муравей,зажигание мотороллер муравей,[],[],[],[],[],[],[],[],[],[],['household'],[],1
дренажный напиток ultra slim для похудения,дренажный напиток ultra slim для похудения,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
хлебопечка panasonic sd 2501,хлебопечка panasonic sd 2501,[],[],[],[],[],[],[],[],[],[],['food'],[],1
боди с длинным рукавом для малышей утепленные,боди с длинным рукавом для малышей утепленные,['боди'],[],[],[],[],[],[],[],['kids'],[],['clothing'],[],3
вибро яичко,вибро яичко,[],[],[],[],[],[],[],[],[],[],['dishes'],[],1
электросамокат с сиденьем 50 км в час,электросамокат с сиденьем 50 км в час,['самокат'],[],[],"['50', '50 см']",[],[],[],[],[],['electric'],['sports'],[],5
кимоно для универсального боя,кимоно для универсального боя,[],[],[],[],[],[],[],[],[],[],['books'],[],1
батончик kinder,батончик kinder,[],[],[],[],[],[],[],[],[],[],[],[],0
стиральный порошок biomio для белого,стиральный порошок biomio для белого,[],[],['белый'],[],[],[],[],[],[],[],['household'],[],2
керамический картридж 25 мм,керамический картридж 25 мм,[],[],[],[],"[{'value': 25.0, 'unit': 'mm', 'type': 'dimension'}]",[],[],['керамика'],[],[],['furniture'],[],3
краска водоэмульсионная белая 5 кг,краска водоэмульсионная белая 5 кг,['краска'],[],['белый'],[],"[{'value': 5.0, 'unit': 'kg', 'type': 'weight'}]",[],[],[],[],[],['beauty'],[],4
яндекс умный дом набор,яндекс умный дом набор,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
валик под древесину,валик под древесину,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
ручки на альфу,ручки на альфу,['ручка'],[],[],[],[],[],[],[],[],[],['footwear'],[],2
рено логан,рено логан,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
шлем crazy safety,шлем crazy safety,[],[],[],[],[],['crazy safety'],[],[],[],[],['sports'],[],2
шапка для осени для девочки эстетик,шапка для осени для девочки эстетик,[],[],[],[],[],[],[],[],['girls'],[],['clothing'],[],2
суп пюре детский,суп пюре детский,[],[],[],[],[],[],[],[],['kids'],[],['dishes'],[],2
лампочка н1 24 в,лампочка н1 24 в,['лампа'],[],[],[],[],[],[],[],[],[],['construction'],[],2
ролевые наряды,ролевые наряды,[],[],[],[],[],[],[],[],[],[],[],[],0
камил крем,камил крем,['крем'],[],[],[],[],[],[],[],[],[],['pets'],[],2
силиконовые подушечки для обуви от мозолей,силиконовые подушечки для обуви от мозолей,[],[],[],[],[],[],[],[],[],[],['footwear'],[],1
матрас высокий жесткий,матрас высокий жесткий,['матрас'],[],[],[],[],[],[],[],[],[],"['food', 'furniture']",[],3
кардамон мельница,кардамон мельница,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
adria контактные линзы квартальные,adria контактные линзы квартальные,[],[],[],[],[],['adria'],[],[],[],[],['supplements'],[],2
панно фен шуй,панно фен шуй,['фен'],[],[],[],[],['фен'],[],[],[],[],['footwear'],[],3
стул денди,стул денди,['стул'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
satisfyer зарядка,satisfyer зарядка,['зарядное устройство'],[],[],[],[],[],[],[],[],[],['garden'],[],2
укулеле для начинающих с чехлом,укулеле для начинающих с чехлом,[],[],[],[],[],[],[],[],[],[],['hobbies'],[],1
патриот маска,патриот маска,['маска для лица'],[],[],[],[],[],[],[],[],[],['home_decor'],[],2
moh50a,moh50a,[],[],[],[],[],['moh50a'],[],[],[],[],['auto'],[],2
rps сывороточный протеин,rps сывороточный протеин,[],[],[],[],[],['rps'],[],[],[],[],['supplements'],[],2
сумка тактическая пистолет,сумка тактическая пистолет,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
кресло подвесное со стойкой и подушкой кокон,кресло подвесное со стойкой и подушкой кокон,['кресло'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
бутылка озонатор,бутылка озонатор,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
открытка со скретч слоем на 1 сентября,открытка со скретч слоем на 1 сентября,[],[],[],[],[],[],[],[],[],[],['electronics'],[],1
шапка шарф варежки,шапка шарф варежки,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
martin romas гитары,martin romas гитары,[],[],[],[],[],['martin romas'],[],[],[],[],['musical_instruments'],[],2
принтер цветной canon реплика,принтер цветной canon реплика,['принтер'],[],[],[],[],['canon'],[],[],[],[],['electronics'],True,4
наушники dsaila a2,наушники dsaila a2,['наушники'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
цепочка микрофон,цепочка микрофон,['цепочка'],[],[],[],[],[],[],[],[],[],['jewelry'],[],2
uptone,uptone,[],[],[],[],[],['uptone'],[],[],[],[],['musical_instruments'],[],2
подводный мир игрушки,подводный мир игрушки,['игрушка'],[],[],[],[],[],[],[],[],[],['kids'],[],2
съемный бокс для пакетов на рулетку,съемный бокс для пакетов на рулетку,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
систем электрик автомат,систем электрик автомат,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
ведро с крышкой для туалета для бумаги,ведро с крышкой для туалета для бумаги,[],[],[],[],[],[],[],[],[],[],['stationery'],[],1
реквизит фотограф,реквизит фотограф,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
пеленка с кружевом на выписку в конверт,пеленка с кружевом на выписку в конверт,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
skoda kamiq,skoda kamiq,[],[],[],[],[],['skoda kamiq'],[],[],[],[],['dishes'],[],2
мини питбайк на бензине,мини питбайк на бензине,[],[],[],[],[],[],[],[],[],['gas'],['auto'],[],2
главная панель x99,главная панель x99,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
цветы самодельные букет розы,цветы самодельные букет розы,[],[],[],[],[],[],[],[],[],[],['home_decor'],[],1
квадратная коробка подарочная,квадратная коробка подарочная,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
серьги киви,серьги киви,['серьги'],[],[],[],[],[],[],[],[],[],['jewelry'],[],2
трусы женские omsa,трусы женские omsa,['нижнее белье'],[],[],[],[],[],[],[],['women'],[],['clothing'],[],3
gd900-1,gd900-1,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
костюм брючный женский футболка и брюки,костюм брючный женский футболка и брюки,"['брюки', 'костюм', 'футболка']",[],[],[],[],[],[],[],['women'],[],['clothing'],[],5
подвесное кресло stuler,подвесное кресло stuler,['кресло'],[],[],[],[],['stuler'],[],[],[],[],['furniture'],[],3
тумба маленькая в ванную с раковиной,тумба маленькая в ванную с раковиной,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
gleaner,gleaner,[],[],[],[],[],[],[],[],[],[],['sports'],[],1
рубероид кровельный с крошкой,рубероид кровельный с крошкой,[],[],[],[],[],[],[],[],[],[],[],[],0
куртка на весну для девочки 128 модная,куртка на весну для девочки 128 модная,['куртка'],[],[],['128 см'],[],[],[],[],['girls'],[],['clothing'],[],4
аппарат для освежителя воздуха баллона,аппарат для освежителя воздуха баллона,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
фаллоимитатор на ремешках,фаллоимитатор на ремешках,[],[],[],[],[],[],[],[],[],[],['adult'],[],1
докозагексаеновая кислота,докозагексаеновая кислота,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
аэрогриль xiaomi черный,аэрогриль xiaomi черный,[],[],['черный'],[],[],['xiaomi'],[],[],[],[],['clothing'],[],3
кокошник на голову женский,кокошник на голову женский,[],[],[],[],[],[],[],[],['women'],[],['clothing'],[],2
шашлычный,шашлычный,[],[],[],[],[],[],[],[],[],[],[],[],0
гирлянда чехол на елку,гирлянда чехол на елку,['чехол'],[],[],[],[],[],[],[],[],[],['home_decor'],[],2
ящик 70 литров с крышкой,ящик 70 литров с крышкой,[],[],[],[],"[{'value': 70.0, 'unit': 'L', 'type': 'dimension'}]",[],[],[],[],[],['dishes'],[],2
светильник настольный led,светильник настольный led,['люстра'],[],[],[],[],['led'],[],[],[],[],['furniture'],[],3
шампунь le petit marseillais женский,шампунь le petit marseillais женский,['шампунь'],[],[],[],[],['le petit marseillais'],[],[],['women'],[],['beauty'],[],4
sharp sense3 plus,sharp sense3 plus,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
диван ширина 120 см,диван ширина 120 см,['диван'],[],[],[],"[{'value': 120.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],['furniture'],[],3
мопед рига,мопед рига,[],[],[],[],[],[],[],[],[],[],['sports'],[],1
платок русский шаль,платок русский шаль,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
fifa 18 xbox one,fifa 18 xbox one,['компьютерная игра'],[],[],[],[],[],[],[],[],[],['games'],[],2
напальчники для гитары,напальчники для гитары,[],[],[],[],[],[],[],[],[],[],['musical_instruments'],[],1
ортодонтические резинки кролик,ортодонтические резинки кролик,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
infinix note 40i защитное стекло,infinix note 40i защитное стекло,['защитное стекло'],[],[],[],[],['infinix'],[],['стекло'],[],[],['electronics'],[],4
пояс синий для самбо,пояс синий для самбо,[],[],['синий'],[],[],[],[],[],[],[],['beauty'],[],2
монофосфат кальция удобрение,монофосфат кальция удобрение,['удобрение'],[],[],[],[],[],[],[],[],[],['food'],[],2
массажер для шеи электрический роликовый,массажер для шеи электрический роликовый,['массажер'],[],[],[],[],[],[],[],[],['electric'],['supplements'],[],3
аквашузы женские коралловые,аквашузы женские коралловые,[],[],['коралловый'],[],[],[],[],[],['women'],[],['footwear'],[],3
угольный фильтр для вытяжки cf152,угольный фильтр для вытяжки cf152,['фильтр'],[],[],[],[],[],[],[],[],[],['beauty'],[],2
отбеливатель для всего,отбеливатель для всего,[],[],[],[],[],[],[],[],[],[],['household'],[],1
halloween шляпа ведьмы,halloween шляпа ведьмы,[],[],[],[],[],[],[],[],[],[],['beauty'],[],1
demix лонгслив спортивный мужской,demix лонгслив спортивный мужской,[],[],[],[],[],[],[],[],['men'],[],['clothing'],[],2
цпг 169 fmm,цпг 169 fmm,[],[],[],['169 см'],[],[],[],[],[],[],['construction'],[],2
арома вкладыши для обуви,арома вкладыши для обуви,[],[],[],[],[],[],[],[],[],[],['footwear'],[],1
пояс корсет,пояс корсет,[],[],[],[],[],[],[],[],[],[],['sports'],[],1
антенна интернет сигнала,антенна интернет сигнала,[],[],[],[],[],[],[],[],[],[],['auto'],[],1
обувная полка в прихожую для обуви,обувная полка в прихожую для обуви,['полка'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
дневник школьный смешной 5-11,дневник школьный смешной 5-11,[],[],[],[],[],[],[],[],[],[],['books'],[],1
акб вихрь,акб вихрь,['аккумулятор'],[],[],[],[],[],[],[],[],[],['sports'],[],2
колесики для кроватки детской с тормозом,колесики для кроватки детской с тормозом,[],[],[],[],[],[],[],[],['kids'],[],['kids'],[],2
подушка с лепестками календулы,подушка с лепестками календулы,['подушка'],[],[],[],[],[],[],[],[],[],['home_textile'],[],2
шуруповерт аккумуляторный ресанта 20 в,шуруповерт аккумуляторный ресанта 20 в,['шуруповерт'],[],[],[],[],[],[],[],[],['battery'],['tools'],[],3
очки рабочие защитные от пыли,очки рабочие защитные от пыли,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
дсв мебель комод,дсв мебель комод,['комод'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
брюки розовые летние,брюки розовые летние,['брюки'],[],['розовый'],[],[],[],[],[],[],[],['clothing'],[],3
монеты коллекционные ссср наборы,монеты коллекционные ссср наборы,[],[],[],[],[],[],[],[],[],[],['jewelry'],[],1
диван в кабинет,диван в кабинет,['диван'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
tytan professional клей,tytan professional клей,[],[],[],[],[],['tytan professional'],[],[],[],[],['stationery'],[],2
кислородный порошок для всего кратер,кислородный порошок для всего кратер,[],[],[],[],[],[],[],[],[],[],['food'],[],1
dl audio 16.5,dl audio 16.5,[],[],[],[],[],[],[],[],[],[],['electronics'],[],1
мука пшеничная 1 сорт 10 кг,мука пшеничная 1 сорт 10 кг,[],[],[],[],"[{'value': 10.0, 'unit': 'kg', 'type': 'weight'}]",[],[],[],[],[],['food'],[],2
круг для плавания ананас,круг для плавания ананас,[],[],[],[],[],[],[],[],[],[],['footwear'],[],1
panasonic 2032,panasonic 2032,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
натяжитель троса,натяжитель троса,[],[],[],[],[],[],[],[],[],[],[],[],0
парящий ночник,парящий ночник,[],[],[],[],[],[],[],[],[],[],[],[],0
ремкомплект трещотки rockforce,ремкомплект трещотки rockforce,[],[],[],[],[],['rockforce'],[],[],[],[],['sports'],[],2
арттайм табурет,арттайм табурет,['стул'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
msi gt72 dominator pro-007,msi gt72 dominator pro-007,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
шнурки резинки для кроссовок черные,шнурки резинки для кроссовок черные,['кроссовки'],[],['черный'],[],[],[],[],[],[],[],['footwear'],[],3
стул стремянка складной пластиковый,стул стремянка складной пластиковый,['стул'],[],[],[],[],[],[],['пластик'],[],[],['furniture'],[],3
переносной роутер с сим картой,переносной роутер с сим картой,['роутер'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
золотые гвоздики 585 пробы женские,золотые гвоздики 585 пробы женские,[],[],[],[],[],[],[],['золото'],['women'],[],['jewelry'],[],3
прибор для обрыва проводов,прибор для обрыва проводов,[],[],[],[],[],[],[],[],[],[],['garden'],[],1
футзалки мужские tempo,футзалки мужские tempo,['бутсы'],[],[],[],[],[],[],[],['men'],[],['footwear'],[],3
стол кухонный стеклянный 110,стол кухонный стеклянный 110,['стол'],[],[],['110 см'],[],[],[],['стекло'],[],[],['furniture'],[],4
мир тканей,мир тканей,[],[],[],[],[],[],[],[],[],[],['hobbies'],[],1
перлит для растений мелкий,перлит для растений мелкий,[],[],[],[],[],[],[],[],[],[],['food'],[],1
неошур смесь,неошур смесь,['детское питание'],[],[],[],[],[],[],[],[],[],['footwear'],[],2
комод напольный с ящиками,комод напольный с ящиками,['комод'],[],[],[],[],[],[],[],[],[],['furniture'],[],2
портновская линейка деревянная 50 см,портновская линейка деревянная 50 см,[],[],[],[],"[{'value': 50.0, 'unit': 'cm', 'type': 'dimension'}]",[],[],[],[],[],['garden'],[],2
блюдо ажурное,блюдо ажурное,[],[],[],[],[],[],[],[],[],[],['dishes'],[],1
пазы для ламелей,пазы для ламелей,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
седло иж планета,седло иж планета,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
кран вентильный полипропилен,кран вентильный полипропилен,[],[],['красный'],[],[],[],[],[],[],[],['tools'],[],2
анатомическая бутылочка,анатомическая бутылочка,[],[],[],[],[],[],[],[],[],[],['household'],[],1
подарок мальчику на 6 месяцев,подарок мальчику на 6 месяцев,[],[],[],[],[],[],[],[],['boys'],[],['kids'],[],2
usb модем 4g wifi роутер для ноутбука,usb модем 4g wifi роутер для ноутбука,['роутер'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
набор шаров для фотозоны золото белое,набор шаров для фотозоны золото белое,[],[],['золотой'],[],[],[],[],['золото'],[],[],['electronics'],[],3
туфли женские темно коричневые,туфли женские темно коричневые,['туфли'],[],['коричневый'],[],[],[],[],[],['women'],[],['footwear'],[],4
mjolk боди с коротким рукавом,mjolk боди с коротким рукавом,['боди'],[],[],[],[],[],[],[],[],[],['clothing'],[],2
корзинка плетеная бамбук,корзинка плетеная бамбук,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
крестильный набор для девочки 92 98 с полотенцем,крестильный набор для девочки 92 98 с полотенцем,[],[],[],[],"[{'width': 92, 'height': 98, 'unit': 'cm', 'type': 'textile'}]",[],[],[],['girls'],[],['kids'],[],3
роу,роу,[],[],[],[],[],['роу'],[],[],[],[],[],[],1
wi fi роутер asus rt ax53u,wi fi роутер asus rt ax53u,['роутер'],[],[],[],[],['asus'],[],[],[],[],['electronics'],[],3
сушилка для филамента 3d принтеров,сушилка для филамента 3d принтеров,[],[],[],[],[],[],[],[],[],[],['electronics'],[],1
подставка на ресепшен,подставка на ресепшен,[],[],[],[],[],[],[],[],[],[],[],[],0
джазовки для танцев,джазовки для танцев,[],[],[],[],[],[],[],[],[],[],['musical_instruments'],[],1
подстолье ширина 70,подстолье ширина 70,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
непромокаемая пеленка 120x60,непромокаемая пеленка 120x60,[],[],[],[],"[{'length': 120.0, 'width': 60.0, 'unit': 'unknown'}]",[],[],[],[],[],['kids'],[],2
сухарики кальмар,сухарики кальмар,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
лейки для душа для женщин,лейки для душа для женщин,[],[],[],[],[],[],[],[],['women'],[],['footwear'],[],2
иранские специи,иранские специи,[],[],[],[],[],[],[],[],[],[],['food'],[],1
штора на будку для собаки,штора на будку для собаки,[],[],[],[],[],[],[],[],[],[],['pets'],[],1
наушники пикун беспроводные,наушники пикун беспроводные,['наушники'],[],[],[],[],[],[],[],[],['battery'],['electronics'],[],3
коврики тигго 7,коврики тигго 7,[],[],[],[],[],[],[],[],[],[],[],[],0
стиральная машина bosch wan24200me,стиральная машина bosch wan24200me,['стиральная машина'],[],[],[],[],['bosch'],[],[],[],[],['appliances'],[],3
mini gps,mini gps,['навигатор'],[],[],[],[],[],[],[],[],[],['appliances'],[],2
телефон tecno 512 гб реплика,телефон tecno 512 гб реплика,['телефон'],[],[],[],[],['tecno'],[],[],[],[],['electronics'],True,4
розетка с выключателем врезная мебельная,розетка с выключателем врезная мебельная,[],[],[],[],[],[],[],[],[],[],['furniture'],[],1
зонт пляжный от солнца и дождя,зонт пляжный от солнца и дождя,[],[],[],[],[],[],[],[],[],[],['clothing'],[],1
mini sumka,mini sumka,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
ролик подающий для полуавтомата,ролик подающий для полуавтомата,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
икона иоанн кронштадтский,икона иоанн кронштадтский,['икона'],[],[],[],[],[],[],[],[],[],['home_decor'],[],2
корпус розовый,корпус розовый,[],[],['розовый'],[],[],[],[],[],[],[],['clothing'],[],2
медицинский костюм с туникой женский,медицинский костюм с туникой женский,['костюм'],[],[],[],[],[],[],[],['women'],[],['clothing'],[],3
обработка травы от клещей,обработка травы от клещей,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
матрас на диван двухспальный,матрас на диван двухспальный,"['диван', 'матрас']",[],[],[],[],[],[],[],[],[],['furniture'],[],3
наволочка на маленькую подушку 30 на 30,наволочка на маленькую подушку 30 на 30,['постельное белье'],[],[],[],"[{'length': 30.0, 'width': 30.0, 'unit': 'unknown'}]",[],[],[],[],[],['kids'],[],3
москитная сетка на окно 60 200,москитная сетка на окно 60 200,['окно'],[],[],[],"[{'width': 60, 'height': 200, 'unit': 'cm', 'type': 'textile'}]",[],[],[],[],[],['home_decor'],[],3
рейки синие,рейки синие,[],[],['синий'],[],[],[],[],[],[],[],['construction'],[],2
keenetic giga kn-1011,keenetic giga kn-1011,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
набор маек на бретельках женские белая и черная,набор маек на бретельках женские белая и черная,[],[],"['белый', 'черный']",[],[],[],[],[],['women'],[],['clothing'],[],4
seni lady mini,seni lady mini,[],[],[],[],[],[],[],[],[],[],['kids'],[],1
набор футболок женских коричневых,набор футболок женских коричневых,[],[],['коричневый'],[],[],[],[],[],['women'],[],['clothing'],[],3
солод светлый,солод светлый,[],[],[],[],[],[],[],[],[],[],['household'],[],1
пароочиститель для уборки мощный 5 бар,пароочиститель для уборки мощный 5 бар,[],[],[],[],[],[],[],[],[],[],['appliances'],[],1
ролевой костюм медицинский,ролевой костюм медицинский,['костюм'],[],[],[],[],[],[],[],[],[],['clothing'],[],2
слип детский одежда для малышей,слип детский одежда для малышей,['боди'],[],[],[],[],[],[],[],['kids'],[],['clothing'],[],3
2 бокала с гравировкой,2 бокала с гравировкой,[],[],[],[],[],[],[],[],[],[],['garden'],[],1
палаццо серые для девочки,палаццо серые для девочки,[],[],['серый'],[],[],[],[],[],['girls'],[],[],[],2
адаптер wifi для телевизора без смарт тв,адаптер wifi для телевизора без смарт тв,['телевизор'],[],[],[],[],[],[],[],[],[],['electronics'],[],2
кольцо носа золото 585,кольцо носа золото 585,['кольцо'],[],['золотой'],[],[],[],[],['золото'],[],[],['jewelry'],[],4
минеральное удобрение для цветов садовых,минеральное удобрение для цветов садовых,['удобрение'],[],[],[],[],[],[],[],[],[],['food'],[],2
мыльница фотоаппарат canon реплика,мыльница фотоаппарат canon реплика,['фотоаппарат'],[],[],[],[],['canon'],[],[],[],[],['electronics'],True,4
фреза для врезки замков 8 мм,фреза для врезки замков 8 мм,[],[],[],[],"[{'value': 8.0, 'unit': 'mm', 'type': 'dimension'}]",[],[],[],[],[],['furniture'],[],2
лавка полукруглая,лавка полукруглая,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
мешки для мусора крепыш,мешки для мусора крепыш,[],[],[],[],[],[],[],[],[],[],['dishes'],[],1
квадроцикл детский на аккумуляторе 2 года,квадроцикл детский на аккумуляторе 2 года,[],[],[],[],[],[],[],[],['kids'],['battery'],['garden'],[],3
контейнеры для рассады перцев,контейнеры для рассады перцев,['контейнер'],[],[],[],[],[],[],[],[],[],['garden'],[],2
бальзам для лошадей,бальзам для лошадей,[],[],[],[],[],[],[],[],[],[],['sports'],[],1
антижир просто блеск,антижир просто блеск,[],[],[],[],[],[],[],[],[],[],['supplements'],[],1
ремни на обувь,ремни на обувь,[],[],[],[],[],[],[],[],[],[],['footwear'],[],1
фет книга,фет книга,['книга'],[],[],[],[],[],[],[],[],[],['books'],[],2
микрофон bloody,микрофон bloody,[],[],[],[],[],['bloody'],[],[],[],[],['musical_instruments'],[],2
термо паяльник,термо паяльник,[],[],[],[],[],[],[],[],[],[],['dishes'],[],1
фартук рабочий на молнии,фартук рабочий на молнии,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
синее платье для девочки 110,синее платье для девочки 110,['платье'],[],[],['110 см'],[],[],[],[],['girls'],[],['clothing'],[],4
tl wr844n,tl wr844n,[],[],[],[],[],[],[],[],[],[],['construction'],[],1
плафон цоколь е14,плафон цоколь е14,[],[],[],[],[],[],[],[],[],[],[],[],0
брюки спортивные палаццо со стрелкой женские,брюки спортивные палаццо со стрелкой женские,['брюки'],[],[],[],[],[],[],[],['women'],[],['clothing'],[],3
зажигалка ключ,зажигалка ключ,[],[],[],[],[],[],[],[],[],[],['household'],[],1
шапка прав,шапка прав,[],[],[],[],[],[],[],[],[],[],['tools'],[],1
браслет беззубик,браслет беззубик,['браслет'],[],[],[],[],[],[],[],[],[],['jewelry'],[],2
для чистки одежды,для чистки одежды,[],[],[],[],[],[],[],[],[],[],['household'],[],1
боди с длинным рукавом для малышей hm,боди с длинным рукавом для малышей hm,['боди'],[],[],[],[],[],[],[],['kids'],[],['clothing'],[],3
педаль эффектов для электрогитары distortion,педаль эффектов для электрогитары distortion,[],[],[],[],[],[],[],[],[],['electric'],['electronics'],[],2
